1849,7.98,,
1850,7.9,,7.94
1851,8.18,,8.02
1852,8.1,,8.04
1853,8.04,,8.04
1854,8.21,,8.068333333
1855,8.11,,8.074285714
1856,8,,8.077142857
1857,7.76,,8.057142857
1858,8.1,,8.045714286
1859,8.25,,8.067142857
1860,7.96,,8.055714286
1861,7.85,,8.004285714
1862,7.56,,7.925714286
1863,8.11,,7.941428571
1864,7.98,,7.972857143
1865,8.18,,7.984285714
1866,8.29,,7.99
1867,8.44,,8.058571429
1868,8.25,,8.115714286
1869,8.43,,8.24
1870,8.2,,8.252857143
1871,8.12,,8.272857143
1872,8.19,,8.274285714
1873,8.35,,8.282857143
1874,8.43,,8.281428571
1875,7.86,,8.225714286
1876,8.08,,8.175714286
1877,8.54,,8.224285714
1878,8.83,,8.325714286
1879,8.17,,8.322857143
1880,8.12,,8.29
1881,8.27,,8.267142857
1882,8.13,,8.305714286
1883,7.98,,8.291428571
1884,7.77,,8.181428571
1885,7.92,,8.051428571
1886,7.95,,8.02
1887,7.91,,7.99
1888,8.09,,7.964285714
1889,8.32,,7.991428571
1890,7.97,,7.99
1891,8.02,,8.025714286
1892,8.07,,8.047142857
1893,8.06,,8.062857143
1894,8.16,,8.098571429
1895,8.15,,8.107142857
1896,8.21,,8.091428571
1897,8.29,,8.137142857
1898,8.18,,8.16
1899,8.4,,8.207142857
1900,8.5,,8.27
1901,8.54,,8.324285714
1902,8.3,,8.345714286
1903,8.22,,8.347142857
1904,8.09,,8.318571429
1905,8.23,,8.325714286
1906,8.38,,8.322857143
1907,7.95,,8.244285714
1908,8.19,,8.194285714
1909,8.18,,8.177142857
1910,8.22,,8.177142857
1911,8.18,,8.19
1912,8.17,,8.181428571
1913,8.3,,8.17
1914,8.59,,8.261428571
1915,8.59,,8.318571429
1916,8.23,,8.325714286
1917,8.02,,8.297142857
1918,8.13,,8.29
1919,8.38,,8.32
1920,8.36,,8.328571429
1921,8.57,,8.325714286
1922,8.41,,8.3
1923,8.42,,8.327142857
1924,8.51,,8.397142857
1925,8.53,,8.454285714
1926,8.73,,8.504285714
1927,8.52,,8.527142857
1928,8.63,,8.535714286
1929,8.24,,8.511428571
1930,8.63,,8.541428571
1931,8.72,,8.571428571
1932,8.71,,8.597142857
1933,8.34,,8.541428571
1934,8.63,,8.557142857
1935,8.52,,8.541428571
1936,8.55,,8.585714286
1937,8.7,,8.595714286
1938,8.86,,8.615714286
1939,8.76,,8.622857143
1940,8.76,,8.682857143
1941,8.77,,8.702857143
1942,8.73,,8.732857143
1943,8.76,,8.762857143
1944,8.85,,8.784285714
1945,8.58,,8.744285714
1946,8.68,,8.732857143
1947,8.8,,8.738571429
1948,8.75,,8.735714286
1949,8.59,,8.715714286
1950,8.37,,8.66
1951,8.63,,8.628571429
1952,8.64,,8.637142857
1953,8.87,,8.664285714
1954,8.56,,8.63
1955,8.63,,8.612857143
1956,8.28,,8.568571429
1957,8.73,,8.62
1958,8.77,,8.64
1959,8.73,,8.652857143
1960,8.58,,8.611428571
1961,8.8,,8.645714286
1962,8.75,,8.662857143
1963,8.86,,8.745714286
1964,8.41,,8.7
1965,8.53,,8.665714286
1966,8.6,,8.647142857
1967,8.7,,8.664285714
1968,8.52,,8.624285714
1969,8.6,,8.602857143
1970,8.7,,8.58
1971,8.6,,8.607142857
1972,8.5,,8.602857143
1973,8.95,,8.652857143
1974,8.47,,8.62
1975,8.74,,8.651428571
1976,8.35,,8.615714286
1977,8.85,,8.637142857
1978,8.69,,8.65
1979,8.73,,8.682857143
1980,8.98,,8.687142857
1981,9.17,,8.787142857
1982,8.64,,8.772857143
1983,9.03,,8.87
1984,8.69,,8.847142857
1985,8.66,,8.842857143
1986,8.83,,8.857142857
1987,8.99,,8.858571429
1988,9.2,,8.862857143
1989,8.92,,8.902857143
1990,9.23,,8.931428571
1991,9.18,,9.001428571
1992,8.84,,9.027142857
1993,8.87,,9.032857143
1994,9.04,,9.04
1995,9.35,,9.061428571
1996,9.04,,9.078571429
1997,9.2,,9.074285714
1998,9.52,,9.122857143
1999,9.29,,9.187142857
2000,9.2,,9.234285714
2001,9.41,,9.287142857
2002,9.57,,9.318571429
2003,9.53,,9.388571429
2004,9.32,,9.405714286
2005,9.7,,9.431428571
2006,9.53,,9.465714286
2007,9.73,,9.541428571
2008,9.43,,9.544285714
2009,9.51,,
2010,9.7,,
2011,9.52,,
2012,9.51,,
2013,9.61,,
